,time,robot,robot_status,task,task_status
0,35,UAV_2,busy,-,-
1,35,UAV_2,busy,assessment2_0,executing
2,66,UAV_1,busy,-,-
3,66,UAV_1,busy,assessment1_0,executing
4,480,UAV_2,busy,assessment2_0,suspended
5,651,UAV_2,busy,assessment2_0,executing
6,658,UAV_1,idle,-,-
7,658,UAV_1,idle,assessment1_0,finished
8,658,UAV_1,busy,-,-
9,658,UAV_1,busy,assessment1_1,executing
10,678,pioneer3at_2,busy,-,-
11,678,pioneer3at_2,busy,building1_0,executing
12,730,pioneer3at_2,idle,-,-
13,730,pioneer3at_2,idle,building1_0,finished
14,730,pioneer3at_2,busy,-,-
15,730,pioneer3at_2,busy,building1_1,executing
16,804,pioneer3at_2,idle,-,-
17,804,pioneer3at_2,idle,building1_1,finished
18,805,pioneer3at_2,busy,-,-
19,805,pioneer3at_2,busy,building1_2,executing
20,957,pioneer3at_2,idle,-,-
21,957,pioneer3at_2,idle,building1_2,finished
22,957,pioneer3at_2,busy,-,-
23,957,pioneer3at_2,busy,building1_3,executing
24,1008,pioneer3at_2,idle,-,-
25,1008,pioneer3at_2,idle,building1_3,finished
26,1009,pioneer3at_1,busy,-,-
27,1009,pioneer3at_1,busy,building1_4,executing
28,1068,pioneer3at_1,idle,-,-
29,1068,pioneer3at_1,idle,building1_4,finished
30,1069,pioneer3at_1,busy,-,-
31,1069,pioneer3at_1,busy,building1_5,executing
32,1168,pioneer3at_2,busy,-,-
33,1168,pioneer3at_2,busy,external1_0,executing
34,1188,pioneer3at_2,busy,external1_0,suspended
35,1266,pioneer3at_1,busy,building1_5,suspended
36,1346,pioneer3at_2,busy,external1_0,executing
37,1354,pioneer3at_1,busy,building1_5,executing
38,1456,pioneer3at_2,idle,-,-
39,1456,pioneer3at_2,idle,external1_0,finished
40,1527,UAV_2,idle,-,-
41,1527,UAV_2,idle,assessment2_0,finished
42,1528,UAV_2,busy,-,-
43,1528,UAV_2,busy,assessment2_1,executing
44,1548,pioneer3at_2,busy,-,-
45,1548,pioneer3at_2,busy,building2_0,executing
46,1583,pioneer3at_2,busy,building2_0,suspended
47,1667,pioneer3at_2,busy,building2_0,executing
48,1743,pioneer3at_2,idle,-,-
49,1743,pioneer3at_2,idle,building2_0,finished
50,1743,pioneer3at_2,busy,-,-
51,1743,pioneer3at_2,busy,building2_1,executing
52,1749,UAV_1,idle,-,-
53,1749,UAV_1,idle,assessment1_1,finished
54,1750,UAV_1,busy,-,-
55,1804,pioneer3at_2,busy,building2_1,suspended
56,1804,pioneer3at_2,busy,building2_1,executing
57,1806,pioneer3at_2,busy,building2_1,suspended
58,1808,pioneer3at_1,busy,building1_5,suspended
59,1912,pioneer3at_2,busy,building2_1,executing
60,1917,pioneer3at_2,idle,-,-
61,1917,pioneer3at_2,idle,building2_1,finished
62,1917,pioneer3at_2,busy,-,-
63,1925,pioneer3at_2,busy,building2_2,suspended
64,1926,pioneer3at_2,busy,building2_2,executing
65,2001,pioneer3at_2,idle,-,-
66,2001,pioneer3at_2,idle,building2_2,finished
67,2001,pioneer3at_2,busy,-,-
68,2001,pioneer3at_2,busy,building2_3,executing
69,2034,pioneer3at_2,busy,building2_3,suspended
70,2061,pioneer3at_1,unable,-,-
71,2061,pioneer3at_1,unable,building1_5,aborted
72,2061,pioneer3at_2,busy,building2_3,aborted
73,2061,pioneer3at_2,busy,building1_5,executing
74,2061,pioneer3at_2,busy,building1_5,suspended
75,2196,pioneer3at_2,busy,building1_5,aborted
76,2196,pioneer3at_2,busy,external2_0,executing
77,2196,pioneer3at_2,busy,external2_0,suspended
78,2207,pioneer3at_2,unable,-,-
79,2413,pioneer3at_2,unable,external2_0,aborted
80,2413,UAV_1,busy,assessment1_2,aborted
81,2413,UAV_1,busy,external2_0,executing
82,2474,UAV_1,unable,-,-
83,2474,UAV_1,unable,external2_0,aborted
84,2474,UAV_2,busy,assessment2_1,aborted
85,2474,UAV_2,busy,external2_0,executing
86,2494,UAV_2,unable,-,-
87,2494,UAV_2,unable,external2_0,aborted
