,time,robot,robot_status,task,task_status
0,35,UAV_2,busy,-,-
1,35,UAV_2,busy,assessment2_0,executing
2,54,UAV_1,busy,-,-
3,54,UAV_1,busy,assessment1_0,executing
4,137,pioneer3at_2,busy,-,-
5,137,pioneer3at_2,busy,building1_0,executing
6,150,pioneer3at_1,busy,-,-
7,150,pioneer3at_1,busy,building2_0,executing
8,189,pioneer3at_2,idle,-,-
9,189,pioneer3at_2,idle,building1_0,finished
10,189,pioneer3at_2,busy,-,-
11,189,pioneer3at_2,busy,building1_1,executing
12,250,pioneer3at_1,idle,-,-
13,250,pioneer3at_1,idle,building2_0,finished
14,250,pioneer3at_1,busy,-,-
15,265,pioneer3at_2,idle,-,-
16,265,pioneer3at_2,idle,building1_1,finished
17,265,pioneer3at_2,busy,-,-
18,265,pioneer3at_2,busy,building1_2,executing
19,270,pioneer3at_1,busy,building2_1,suspended
20,270,pioneer3at_1,busy,building2_1,executing
21,282,pioneer3at_1,busy,building2_1,suspended
22,282,pioneer3at_1,busy,building2_1,executing
23,307,pioneer3at_1,busy,building2_1,suspended
24,307,pioneer3at_1,busy,building2_1,executing
25,311,pioneer3at_1,busy,building2_1,suspended
26,345,pioneer3at_2,idle,-,-
27,345,pioneer3at_2,idle,building1_2,finished
28,345,pioneer3at_2,busy,-,-
29,345,pioneer3at_2,busy,building1_3,executing
30,400,pioneer3at_1,busy,building2_1,executing
31,408,pioneer3at_1,idle,-,-
32,408,pioneer3at_1,idle,building2_1,finished
33,409,pioneer3at_1,busy,-,-
34,409,pioneer3at_1,busy,building2_2,executing
35,420,pioneer3at_1,busy,building2_2,suspended
36,421,pioneer3at_1,busy,building2_2,executing
37,427,pioneer3at_2,idle,-,-
38,427,pioneer3at_2,idle,building1_3,finished
39,427,pioneer3at_2,busy,-,-
40,427,pioneer3at_2,busy,building1_4,executing
41,444,pioneer3at_2,busy,building1_4,suspended
42,472,pioneer3at_1,idle,-,-
43,472,pioneer3at_1,idle,building2_2,finished
44,472,pioneer3at_1,busy,-,-
45,472,pioneer3at_1,busy,building2_3,executing
46,550,pioneer3at_1,idle,-,-
47,550,pioneer3at_1,idle,building2_3,finished
48,551,pioneer3at_1,busy,-,-
49,551,pioneer3at_1,busy,building2_4,executing
50,582,pioneer3at_2,busy,building1_4,executing
51,606,pioneer3at_1,idle,-,-
52,606,pioneer3at_1,idle,building2_4,finished
53,606,pioneer3at_1,busy,-,-
54,622,pioneer3at_2,idle,-,-
55,622,pioneer3at_2,idle,building1_4,finished
56,622,pioneer3at_2,busy,-,-
57,622,pioneer3at_2,busy,building1_5,executing
58,706,UAV_1,idle,-,-
59,706,UAV_1,idle,assessment1_0,finished
60,707,UAV_1,busy,-,-
61,797,pioneer3at_2,busy,building1_5,suspended
62,885,UAV_2,busy,assessment2_0,suspended
63,907,pioneer3at_2,busy,building1_5,executing
64,1023,UAV_2,busy,assessment2_0,executing
65,1208,pioneer3at_1,busy,building2_5,suspended
66,1228,pioneer3at_2,unable,-,-
67,1237,UAV_2,idle,-,-
68,1237,UAV_2,idle,assessment2_0,finished
69,1237,UAV_2,busy,-,-
70,1237,pioneer3at_1,busy,building2_5,aborted
71,1237,UAV_2,busy,assessment2_1,executing
72,1237,pioneer3at_1,busy,building1_5,suspended
73,1268,pioneer3at_2,unable,building1_5,aborted
74,1360,pioneer3at_1,busy,building1_5,executing
75,1387,pioneer3at_1,unable,-,-
76,1455,UAV_1,busy,assessment1_1,aborted
77,1455,UAV_1,busy,external2_0,executing
78,1579,pioneer3at_1,unable,building1_5,aborted
79,1588,UAV_1,busy,external2_0,suspended
80,1644,UAV_1,unable,-,-
81,1644,UAV_1,unable,external2_0,aborted
82,1645,UAV_2,busy,assessment2_1,aborted
83,1645,UAV_2,busy,external2_0,executing
84,1678,UAV_2,busy,external2_0,suspended
85,1857,UAV_2,busy,external2_0,executing
86,1962,UAV_2,busy,external2_0,suspended
87,2018,UAV_2,unable,-,-
88,2018,UAV_2,unable,external2_0,aborted
